word,paragraph
অ্যালজেবরা,"অ্যালজেবরা :

অ্যালজেবরা বা বীজগণিত, গণিতের একটি গুরুত্বপূর্ণ শাখা, যা সংখ্যা এবং তাদের মধ্যে সম্পর্কগুলোকে প্রতীক ও অক্ষরের মাধ্যমে প্রকাশ করে। আমার মনে আছে, প্রথম যখন অ্যালজেবরা ক্লাসে পা রাখলাম, সবকিছু কেমন যেন ধোঁয়াটে লাগছিল। x, y, z এর মতো কিছু প্রতীক দিয়ে সংখ্যাকে প্রকাশ করা হচ্ছে, এটা বুঝতে বেশ বেগ পেতে হয়েছিল। শিক্ষকের কথাগুলো প্রথমে জটিল মনে হলেও ধীরে ধীরে এর পেছনের যুক্তিগুলো স্পষ্ট হতে শুরু করলো। অ্যালজেবরা শুধু কতগুলো সূত্র মুখস্থ করার বিষয় নয়, এটি একটি বিশেষ ধরণের চিন্তাভাবনা, যা সমস্যা সমাধানকে সহজ করে তোলে। বাস্তব জীবনে এর প্রয়োগ ব্যাপক। অর্থনীতি, বিজ্ঞান, কম্পিউটার প্রোগ্রামিং-এর মতো বিভিন্ন ক্ষেত্রে অ্যালজে algebraically সমস্যা সমাধান করা হয়। শুরুতে কঠিন লাগলেও, অ্যালজেবরার নিয়মগুলো রপ্ত করার পর জটিল হিসাব-নিকাশ করা আমার কাছে অনেক সহজ হয়ে যায়। এখন আমি বুঝতে পারি, অ্যালজেবরা শুধু একটি বিষয় নয়, এটি আমাদের চিন্তাশক্তিকে প্রসারিত করে এবং যুক্তিবোধকে শাণিত করে। তাই, অ্যালজেবরাকে ভয় না পেয়ে বরং ভালোবাসতে শেখা উচিত।
"
অনুগ্রাহিতা,"অনুচ্ছেদ: 

অনুগ্রাহিতা শব্দটা শুনলেই মনে হয়, কেউ একজন দয়া করে কিছু দিয়েছেন, যা হয়তো আমার প্রাপ্য ছিল না। আমার জীবনে অনুগ্রাহিতার এক বিশেষ স্থান আছে। ছোটবেলায়, যখন বাবার কঠিন অসুখ, সংসারে অভাবের ছায়া নেমে এসেছিল, তখন আমাদের প্রতিবেশী কাকিমা দেবদূতের মতো এসে দাঁড়িয়েছিলেন। তিনি শুধু যে নিয়মিত আমাদের বাড়িতে খাবার পাঠিয়ে সাহায্য করতেন তাই নয়, আমার ছোট বোনের লেখাপড়ার সমস্ত দায়িত্বও নিজের কাঁধে তুলে নিয়েছিলেন। সেই কঠিন সময়ে কাকিমার এই অনুগ্রাহিতা আমাদের পরিবারের কাছে একটা নতুন জীবনের মতো ছিল। আমি জানি না, সেই ঋণ কোনোদিন শোধ করতে পারব কিনা। তবে কাকিমার দৃষ্টান্ত আমাকে শিখিয়েছে, বিপদে মানুষের পাশে দাঁড়ানোই সবচেয়ে বড় ধর্ম। আজ যখন আমি কোনো অসহায় মানুষকে দেখি, কাকিমার সেই অনুগ্রাহিতার কথা মনে পড়ে, আর আমি সাধ্যমতো সাহায্যের হাত বাড়িয়ে দিই। হয়ত এভাবেই সেই ঋণ কিছুটা হলেও শোধ করা সম্ভব। মানুষের প্রতি মানুষের এই অনুগ্রাহিতা বেঁচে থাকলে পৃথিবীটা আরও সুন্দর হয়ে উঠবে।
"
অদেখা,"অদেখা এক ভুবনের হাতছানি সবসময় মানব মনকে ব্যাকুল করে তোলে। ছোটবেলায় রূপকথার গল্প শুনতে শুনতে রাজপুত্র আর রাক্ষসীর অদেখা রাজ্যে পাড়ি দেওয়ার স্বপ্ন দেখতাম। সেই অদেখা জগৎ হাতছানি দিত, যেখানে ভয়ংকর সব বিপদ লুকিয়ে থাকলেও ছিল অপার রহস্যের হাতছানি। বড় হয়ে বুঝলাম, শুধু রূপকথার রাজ্যে নয়, আমাদের চারপাশেও কত অদেখা জিনিস লুকিয়ে আছে। অদেখা অনুভূতি, অদেখা সম্ভাবনা, অদেখা প্রতিভা— সবকিছু যেন একটা ঘোরের মধ্যে বন্দী। আমরা যা দেখি, তা হয়তো সমুদ্রের এক বিন্দু মাত্র, বাকি অসীম জলরাশি রয়ে যায় দৃষ্টির আড়ালে, অদেখা। জীবনের পথচলায় এমন অনেক মানুষের সঙ্গে দেখা হয়, যাদের বাইরের রূপ দেখে ভেতরের মানুষটাকে চেনা যায় না। তাদের ভেতরের অদেখা সত্তা হয়তো লুকিয়ে থাকে গভীর বেদনার মাঝে, অথবা হাসির ঝর্ণার নিচে। সেই অদেখা মানুষগুলোকে জানতে পারলেই জীবনের নতুন এক দিগন্ত উন্মোচিত হয়। আসলে, অদেখা সবসময় ভয়ের নয়, বরং নতুন কিছু খুঁজে নেওয়ার, নতুন করে জানার অনুপ্রেরণা। এই অদেখা পৃথিবীর সৌন্দর্য আবিষ্কারের নেশাই মানুষকে বাঁচিয়ে রাখে।
"
অনায়াসসম্ভূত,"অনায়াসসম্ভূত প্রতিভা সব সময় বিস্ময় জাগায়। নীলিমা একজন সঙ্গীতশিল্পী। তার কণ্ঠ যেন সাক্ষাৎ সরস্বতীর বরদান। কোনো প্রকার কষ্ট করে বা তালিম নিয়ে সে গান শেখে নি। তার গান যেন অনায়াসসম্ভূত, কোনো রকম চেষ্টা ছাড়াই সুর তার গলায় এসে খেলা করে। ছোটবেলায় যখন সে গুনগুন করত, সকলেই অবাক হয়ে শুনত। স্কুলের শিক্ষকেরা পর্যন্ত তার গানের প্রশংসা করতেন। পাড়ার অনুষ্ঠানে প্রথম গান গেয়েই সে সকলের মন জয় করে নিয়েছিল। এরপর ধীরে ধীরে তার পরিচিতি বাড়তে থাকে। আজ সে এক জন জনপ্রিয় শিল্পী। তবে এত সাফল্যের পরেও নীলিমার মধ্যে কোনো অহংকার নেই। সে মনে করে, এই প্রতিভা তার কাছে ঈশ্বরের দান। এই অনায়াসসম্ভূত সঙ্গীত প্রতিভাকে সে সকলের মাঝে ছড়িয়ে দিতে চায়, মানুষের মনে আনন্দ জাগাতে চায়। তাই সে গানকে ভালোবেসে, গান সাধনার মাধ্যমে আরও এগিয়ে যেতে চায়।
"
অপেক্ষাকৃত,"শব্দ: অপেক্ষাকৃত

বর্ষার শেষ বিকেলে আকাশটা মেঘে ঢাকা, চারপাশ থমথমে। আজ দিনটা অন্যান্য দিনের চেয়ে অপেক্ষাকৃত শান্ত। শহরের কোলাহল যেন আজ একটু কম, মানুষের ব্যস্ততাও কিছুটা স্তিমিত। আমি বারান্দায় বসে দূরের কৃষ্ণচূড়া গাছটার দিকে তাকিয়ে আছি। গাছটা যেন এই নীরবতার মাঝেও একাকী দাঁড়িয়ে আছে, আপন মনে। কিছুদিন আগে এই গাছ ভরে ছিল লাল ফুলে, যা দেখে মন আনন্দে নেচে উঠতো। এখন সেই উজ্জ্বলতা অনেকটাই ম্লান, তবুও গাছটা তার অস্তিত্ব জানান দিচ্ছে। আমার মনে হয়, সময়ের সাথে সাথে সবকিছুই তার রূপ পরিবর্তন করে, যা অপেক্ষাকৃত ধীর এবং স্বাভাবিক। জীবনটাও অনেকটা এরকমই - কখনো হাসি, কখনো কান্না, কখনো আনন্দ, আবার কখনো বিষাদ। এই পরিবর্তনগুলোই জীবনকে অর্থবহ করে তোলে। আমি বিশ্বাস করি, প্রতিটি খারাপ সময়ের পরেই ভালো সময় আসে। তাই, আমাদের উচিত ধৈর্য ধরে অপেক্ষা করা, আর প্রকৃতির এই পরিবর্তনের সাথে নিজেদের মানিয়ে নেওয়া। কারণ, অপেক্ষাকৃত খারাপ সময় পার করার পরেই আমরা ভালো সময়ের মূল্য বুঝতে শিখি।
"
অধ্বগ,"শব্দ: অধ্বগ

গ্রামের মেঠো পথ ধরে হেঁটে চলেছি, মাথার ওপর গনগনে সূর্য। গ্রীষ্মের দুপুরে চারদিক খাঁ খাঁ করছে, জনমানব নেই। হঠাৎ вдалеке একটা গরুর গাড়ি নজরে পড়ল, একজন 'অध्वগ' ক্লান্তি ভরা শরীর নিয়ে ধীরে ধীরে পথ চলছেন। এই রুক্ষ প্রান্তরে তিনি যেন একাকী পথিক, গন্তব্য তার এখনো অনেক দূরে। হয়তো শহরে কিছু কাজের আশায় যাচ্ছেন, অথবা কোনো হাটে নিজের পণ্য বিক্রি করতে। জীবনের তাগিদে মানুষ কত কষ্টই না করে! 

  আমি ভাবলাম, মানুষ তার স্বপ্নের পিছনে ছোটে, সাফল্যের আশায় দিনরাত পরিশ্রম করে। এই 'অध्वগ' ও হয়তো তেমনি কোনো স্বপ্ন বুকে বেঁধে রেখেছেন। পথের ক্লান্তি, সূর্যের তাপ- কোনো কিছুই যেন তাকে থামাতে পারছে না। তার চোখেমুখে এক ধরনের দৃঢ় সংকল্প দেখতে পেলাম। আমি এগিয়ে গিয়ে তাকে জিজ্ঞাসা করলাম, ""দাদা, কোথায় যাচ্ছেন?"" তিনি মৃদু হেসে উত্তর দিলেন, ""বাবা, পেটের দায়ে ঘুরছি। একটু ভালো থাকার আশায়।"" তার কথাগুলো আমার মনে গভীর দাগ কাটলো। আমি তাকে এক গ্লাস জল দিলাম, তিনি পরম তৃপ্তিতে পান করলেন। এরপর আবার সেই পথের দিকে, লক্ষ্যের দিকে যাত্রা শুরু করলেন। 'অध्वগ' এর জীবন যেন এক নিরন্তর সংগ্রামের প্রতিচ্ছবি।"
অনুদ্বায়ী,"অনুদ্বায়ী পদার্থ নিয়ে একটি অনুচ্ছেদ নিচে দেওয়া হলো:

রহস্যঘেরা পুরোনো দিনের সিন্দুকটা আজ অনেকদিন পর খোলা হলো। সিন্দুকের ভেতর থেকে ভেসে আসা গন্ধটা জানান দিচ্ছে, এর ভেতরে কত স্মৃতি আর অভিজ্ঞতা জমা আছে। সিন্দুকের মধ্যে স্তূপ করে রাখা হয়েছে পুরোনো দিনের চিঠি, মায়ের বিয়ের শাড়ি, আর কিছু সোনার গয়না। গয়নাগুলোর দিকে তাকিয়ে মনে হল, এগুলো যেন কালের সাক্ষী। বছরের পর বছর ধরে এগুলো একইরকম আছে, এতটুকুও বদলায়নি। আসলে সোনা একটি অনুদ্বায়ী পদার্থ, তাই স্বাভাবিক তাপমাত্রায় এটি বাষ্পীভূত হয় না। এর রাসায়নিক গঠন এতটাই স্থিতিশীল যে এটি সহজে অন্য কোনো পদার্থের সঙ্গে বিক্রিয়া করে না।

আলমারি থেকে একটা পুরোনো বিজ্ঞান বই বের করলাম। সেখানে অনুদ্বায়ী পদার্থ নিয়ে অনেক তথ্য লেখা রয়েছে। বইটিতে লেখা আছে, কঠিন অনুদ্বায়ী পদার্থ উত্তপ্ত হলেও সরাসরি বাষ্পে পরিণত হয় না, প্রথমে তরলে পরিণত হয়, তারপর বাষ্পে পরিণত হয়। বিজ্ঞানীরা বিভিন্ন গবেষণায় এই অনুদ্বায়ী পদার্থ ব্যবহার করে থাকেন। আমাদের দৈনন্দিন জীবনেও এর অনেক ব্যবহার রয়েছে। রাস্তা তৈরির কাজে ব্যবহৃত পিচ বা আলকাতরা একটি অনুদ্বায়ী পদার্থ। মোমবাতি জ্বালালে মোম গলে যায়, কিন্তু তার মূল উপাদান অনুদ্বায়ী হওয়ার কারণে ধীরে ধীরে পোড়ে।

অনুদ্বায়ী পদার্থের এই বৈশিষ্ট্যগুলো তাদের বিশেষত্ব দেয়, যা তাদের বিভিন্ন ক্ষেত্রে ব্যবহারযোগ্য করে তোলে। প্রকৃতির এই উপাদানগুলো আমাদের জীবনকে সহজ করে দিয়েছে, তা বলাই বাহুল্য।
"
অতলান্ত,"অতলান্ত এক রহস্য যেন ঘনিয়ে আছে পুরোনো জমিদার বাড়িটার আনাচে কানাচে। দিনের বেলাতেও কেমন যেন ভুতুড়ে নিস্তব্ধতা, আর রাতের বেলা ঝিঁঝি পোকার ডাক যেন সেই স্তব্ধতাকে আরও গভীর করে তোলে। শোনা যায়, জমিদার বংশের শেষ উত্তরসূরি অভিশাপ দিয়ে গিয়েছিলেন এই বাড়িকে। সেই অভিশাপের ফলেই নাকি বাড়িটা ধীরে ধীরে তলিয়ে যাচ্ছে—অতলান্ত এক অন্ধকারে।

বাড়ির পেছনের পুকুরটা দেখলে মনে হয় যেন কোনো অতলান্ত কূপ, যার গভীরতা কেউ আজ পর্যন্ত মাপতে পারেনি। পুকুরের পাড়ে দাঁড়ালে কেমন যেন গা ছমছম করে, মনে হয় যেন কেউ গভীরে টেনে নিতে চাইছে। স্থানীয়রা বলে, অমাবস্যার রাতে নাকি সেই পুকুরে আলো দেখা যায়, আর ভেসে আসে কান্নার আওয়াজ।

একদিন কয়েকজন সাহসী ছেলে সেই রহস্যের কিনারা করতে গিয়েছিলো। তারা টর্চলাইট নিয়ে নেমেছিলো পুকুরের পাড়ে। প্রথমে সবকিছু শান্ত ছিল, কিন্তু হঠাৎ করেই যেন চারপাশের পরিবেশ বদলে গেল। বাতাস ভারী হয়ে এলো, আর টর্চের আলো যেন নিভু নিভু করতে লাগলো। ভয় পেয়ে তারা দৌড়ে পালিয়ে আসে, আর প্রতিজ্ঞা করে আর কখনো ঐ বাড়ির ধারে কাছেও যাবে না। সেই থেকে আজ পর্যন্ত জমিদার বাড়িটা একাকী দাঁড়িয়ে আছে, বুকে চেপে রেখেছে তার অতলান্ত রহস্য। কেউ জানে না, সেই রহস্যের শেষ কোথায়। হয়তো কোনোদিন কোনো সাহসী মানুষ খুঁজে বের করবে সেই অতলান্ত অন্ধকারের উৎস, কিন্তু ততদিন পর্যন্ত এই বাড়ি তার রহস্য নিয়ে দাঁড়িয়ে থাকবে কালের সাক্ষী হয়ে।
"
অভিশপ্ত,"অভিশপ্ত

গ্রামের নামটি মালঞ্চপুর। একসময় এই গ্রাম ছিল হাসিখুশিতে ভরা, কিন্তু আজ সেখানে শুধুই স্তব্ধতা। শোনা যায়, কোনো এক কালে গ্রামের মাতব্বর এক নিরীহ কৃষকের জমি জোর করে দখল করেছিলেন, আর সেই কৃষক জমি হারানোর শোকে অভিশাপ দিয়েছিলেন গ্রামকে। সেই থেকে মালঞ্চপুর অভিশপ্ত।

বছর ঘুরতে না ঘুরতেই গ্রামে শুরু হল একের পর এক বিপদ। প্রথমে দেখা দিল খরা, মাঠের ফসল শুকিয়ে চৌচির হয়ে গেল। তারপর মহামারীর প্রকোপে village একের পর এক মানুষ মারা যেতে লাগল। গ্রামের মানুষজন বুঝতে পারলো, তাদের উপর নেমে এসেছে এক ভয়ংকর অভিশাপ।

অনেকে গ্রাম ছেড়ে শহরে চলে গেল, কিন্তু যারা রয়ে গেল তারা অভিশাপ থেকে মুক্তির উপায় খুঁজতে লাগল। গ্রামের পুরোহিত জানালেন, প্রায়শ্চিত্তই পারে এই অভিশাপ থেকে মুক্তি দিতে। তাই সকলে মিলে ঠিক করলো, তারা আবার সেই কৃষকের বংশধরদের খুঁজে বের করে তাদের জমি ফিরিয়ে দেবে এবং ক্ষমা চাইবে।

অভিশাপের ছায়া যেন মালঞ্চপুরের আকাশ থেকে কিছুতেই সরতে চাইছে না। গ্রামের মানুষ এখনো আশায় বাঁচে, হয়তো একদিন তাদের पश्चात्ताপ গ্রামের উপর থেকে এই অভিশাপ মুছে দেবে, আর মালঞ্চপুর আবার ভরে উঠবে নতুন জীবনের স্পন্দনে। তারা বিশ্বাস করে, তাদের সম্মিলিত প্রচেষ্টাই পারবে এই অভিশাপের জাল ছিন্ন করতে।"
অস্বীকার্য,"শব্দ: অস্বীকার্য

আলো ঝলমলে দিনে শহরের পার্কটা লোকে লোকারণ্য ছিল। নানা বয়সের মানুষের পদচারণায় মুখরিত পরিবেশ। বাচ্চারা খেলছিল, কেউ গল্প করছিল, আবার কেউ বা নিবিষ্ট মনে বই পড়ছিল। এই শান্ত ও স্বাভাবিক দৃশ্যটির পেছনে যে একটি গভীর ক্ষত লুকিয়ে থাকতে পারে, তা প্রথম দেখায় বোঝা কঠিন। আসলে, জীবনের অনেক সত্যই এমন, যা সহজে চোখে পড়ে না। তেমনই একটি সত্য হলো জলবায়ু পরিবর্তন। এর ক্ষতিকর প্রভাব এখন অস্বীকার্য। দিনের পর দিন তাপমাত্রা বাড়ছে, মেরু অঞ্চলের বরফ গলছে, সমুদ্রপৃষ্ঠের উচ্চতা বাড়ছে, যা আমাদের পরিবেশের জন্য চরম হুমকি। এই বাস্তবতাকে অস্বীকার করার কোনো উপায় নেই। আমাদের চারপাশে এর স্পষ্ট প্রমাণ বিদ্যমান। অতিবৃষ্টি, অনাবৃষ্টি, বন্যা, খরা – এগুলো জলবায়ু পরিবর্তনের ফল। এই প্রাকৃতিক দুর্যোগে সবচেয়ে বেশি ক্ষতিগ্রস্ত হচ্ছে দরিদ্র ও উন্নয়নশীল দেশগুলো। তাই, এই বিষয়ে জরুরি পদক্ষেপ নেওয়া প্রয়োজন। কার্বন নিঃসরণ কমাতে হবে, পরিবেশবান্ধব প্রযুক্তি ব্যবহার করতে হবে এবং সচেতনতা বাড়াতে হবে। ভবিষ্যৎ প্রজন্মের জন্য একটি বাসযোগ্য পৃথিবী গড়ে তুলতে এই অস্বীকার্য সত্যের মোকাবিলা করতেই হবে।
"
অসমর্থিত,"অসমর্থিত খবরগুলো সবসময়ই উদ্বেগের কারণ হয়ে দাঁড়ায়। গতকাল রাতে শহরের উপকণ্ঠে একটি অগ্নিকাণ্ডের ঘটনা ঘটেছে বলে শোনা যায়, কিন্তু এখন পর্যন্ত কোনো নির্ভরযোগ্য সূত্র থেকে খবরটি সমর্থিত নয়। চারপাশে একটা চাপা গুঞ্জন শোনা যাচ্ছে, অনেকেই নিজেদের মতো করে ঘটনার বর্ণনা দিচ্ছে, তবে তাদের কথাগুলো পরস্পরবিরোধী। এই পরিস্থিতিতে সত্যিটা যাচাই করা কঠিন। স্থানীয় প্রশাসনও কোনো প্রকার নিশ্চিত খবর দিতে পারছে না, তারা বিষয়টি খতিয়ে দেখছে।

অসমর্থিত এই খবরের উপর ভিত্তি করে আতঙ্ক ছড়ানো উচিত না। আমাদের মনে রাখতে হবে, যেকোনো দুর্ঘটনার খবর দ্রুত ছড়িয়ে পড়লেও, যতক্ষণ না পর্যন্ত কোনো সরকারি বা নির্ভরযোগ্য মাধ্যম থেকে নিশ্চিত করা হয়, ততক্ষণ পর্যন্ত বিশ্বাস করা উচিত নয়। গুজব মানুষের মনে ভয় সৃষ্টি করে এবং পরিস্থিতিকে আরও জটিল করে তোলে। তাই আমাদের উচিত, যেকোনো তথ্যের সত্যতা যাচাই করে তবেই বিশ্বাস করা এবং অন্যকে জানাতে উৎসাহিত করা। তথ্যের নির্ভরযোগ্যতা প্রমাণ না হওয়া পর্যন্ত অপেক্ষা করা বুদ্ধিমানের কাজ।
"
অপরিমাণ,"অপরিমাণ

বর্ষার শেষ, প্রকৃতি যেন স্নান সেরে সজীব হয়ে উঠেছে। দিগন্ত বিস্তৃত সবুজ ধানের ক্ষেতে অপরিমিত ঢেউ খেলছে। কৃষকের চোখেমুখে তৃপ্তির হাসি, যেন তার সারা বছরের পরিশ্রম আজ সফল হতে চলেছে। আকাশে মেঘের আনাগোনা, হালকা বাতাস আর পাখির কলরব মিলেমিশে এক শান্ত স্নিগ্ধ পরিবেশ তৈরি হয়েছে। নদীর তীরে কাশফুলের বনে অপরিসীম সৌন্দর্য, যা হৃদয়কে শান্ত করে তোলে। গ্রামের শিশুরা কাদা মেখে আপন মনে খেলা করছে, তাদের আনন্দ যেন অপরিসীম। এই সময়ে ইলিশ মাছের প্রাচুর্য দেখা যায়, তাই জেলেদের মনেও আনন্দের ঢেউ লাগে। সব মিলিয়ে, এই সময়ে প্রকৃতি তার অপরূপ সৌন্দর্য উজাড় করে দেয়। এমন মনোরম দৃশ্য দেখে মনে হয়, প্রকৃতির ভান্ডারে সৌন্দর্যের কোনো কমতি নেই, তা যেন অপরিসীম। এই অপরিসীম সৌন্দর্য উপভোগ করার জন্য মন ব্যাকুল হয়ে ওঠে, হারিয়ে যেতে ইচ্ছে করে প্রকৃতির মাঝে।
"
অবেক্ষিত,"শব্দ: অবেক্ষিত

বর্ষার শেষে নদীর ধারের কাশফুলের বন অবেক্ষিত সৌন্দর্যে ভরে ওঠে। শরতের হালকা বাতাস আর নির্মল নীল আকাশ প্রকৃতির এই রূপকে আরও মনোরম করে তোলে। আমি প্রায় প্রতি বছর এই সময়ে এখানে আসি, উদ্দেশ্য একটাই - প্রকৃতির এই নীরব শোভা নিজের চোখে দেখা। অন্যান্য বছরগুলোতে যা দেখেছি, তার থেকে এবারের দৃশ্য কিছুটা ভিন্ন। নদীর জল কমে যাওয়ায় চরের অনেকটা অংশ জেগে উঠেছে, যেখানে সাদা কাশফুলের পাশাপাশি দেখা যাচ্ছে অজস্র বুনো ঘাস। দূর থেকে মনে হয় যেন সবুজের মাঝে সাদা মেঘের ভেলা।

আজ আমি একটি পুরোনো বট গাছের নিচে বসে আছি, আমার চারপাশের সবকিছু খুব মনোযোগ দিয়ে দেখছি। সবকিছুই যেন কেমন শান্ত, স্নিগ্ধ। দূরে নৌকো চলছে, মাঝেমধ্যে শোনা যাচ্ছে পাখির ডাক। এই অবেক্ষিত প্রকৃতি যেন আমাকে তার নিজের গভীরে টেনে নিচ্ছে। আমি অনুভব করছি প্রকৃতির স্পন্দন, মিশে যাচ্ছি তার সাথে। নাগরিক জীবনের কোলাহল থেকে দূরে এই শান্ত পরিবেশে আমি যেন নতুন জীবন ফিরে পাচ্ছি। এমন পরিবেশে মন আপনা থেকেই ভালো হয়ে যায়।
"
অ্যাটাক,"শব্দ: অ্যাটাক

দমকা হাওয়ার সাথে এক পশলা বৃষ্টি নামতেই শীতের শহরে যেন একটা 'অ্যাটাক' হল। ধুলোমাখা রাস্তাঘাট মুহূর্তেই ঝকঝকে হয়ে উঠল, আর সেই সাথে শহরের কোলাহল যেন একটু স্তিমিত হয়ে এল। মনে হল প্রকৃতি তার সমস্ত শক্তি দিয়ে শহরের উপর ঝাঁপিয়ে পড়েছে। এই আকস্মিক অ্যাটাকের জন্য পথচারীরা অপ্রস্তুত ছিল। কেউ দিগ্বিদিক জ্ঞান হারিয়ে দৌড়াতে শুরু করল, আবার কেউ আশ্রয় নিল নিকটবর্তী কোনো দোকানের ছাউনির নিচে।

আমার মনে পড়ে গেল ছোটবেলার কথা। গ্রামের পুকুরে ডুব দিয়ে জলের তলা থেকে হঠাৎ করে উপরে উঠে বন্ধুদের 'অ্যাটাক' করার সেই মজার খেলা। বৃষ্টির এই 'অ্যাটাক'-টা অনেকটা সেরকমই, অপ্রত্যাশিত কিন্তু Refreshing। যদিও এই আক্রমণে সাময়িক অসুবিধা হয়, কিন্তু এর পরেই চারপাশের পরিবেশ যেন নতুন করে প্রাণ ফিরে পায়। সবকিছু কেমন পরিষ্কার আর স্নিগ্ধ হয়ে যায়। বৃষ্টির এই 'অ্যাটাক' যেন প্রকৃতির এক আশীর্বাদ, যা আমাদের দৈনন্দিন জীবনের ক্লান্তি দূর করে মনকে শান্তি এনে দেয়।
"
অবকাশযাপন,"অবকাশযাপন

এবছরের গ্রীষ্মের অবকাশযাপনটা আমাদের পরিবারের জন্য ছিল এক নতুন অভিজ্ঞতা। শহরের কোলাহল ছেড়ে আমরা সবাই মিলে পাড়ি দিয়েছিলাম পাহাড়ের কোলে, এক শান্ত নিবিড় গ্রামে। উদ্দেশ্য ছিল প্রকৃতির কাছাকাছি কয়েকটা দিন কাটানো, নিজেদের দৈনন্দিন জীবনের ক্লান্তি থেকে মুক্তি দেওয়া। প্রথম দিন গ্রামের সরু পথ ধরে হাঁটতে হাঁটতে মনে হচ্ছিল যেন অন্য এক জগতে এসে পড়েছি। চারদিকে সবুজ আর সবুজ, পাখির ডাকে মুখরিত চারপাশ।

আমরা একটা ছোট কটেজে উঠেছিলাম, যার বারান্দা থেকে দূরের পাহাড়চূড়া দেখা যেত। প্রতিদিন সকালে ঘুম থেকে উঠে বারান্দায় বসে চা খেতে খেতে দেখতাম সূর্যোদয়, যা শহরের জীবনে প্রায় দেখাই হয় না। দিনের বেলা গ্রামের আশেপাশে ঘুরে বেড়ানো, ঝর্ণার জলে পা ডুবিয়ে বসে থাকা, আর রাতে তারাদের আলোয় গল্প করা - এভাবেই কাটছিল আমাদের দিনগুলো। অবকাশযাপনের এই সময়টা আমাদের পরিবারের সদস্যদের মধ্যে বন্ধন আরও দৃঢ় করেছে। এছাড়া, স্থানীয় মানুষের সরল জীবনযাপন দেখে আমরা উপলব্ধি করতে পারলাম, জীবনে সুখ আসলে কত সহজ হতে পারে। শহরের যান্ত্রিক জীবনে ফিরে গেলেও, পাহাড়ের কোলে কাটানো সেই দিনগুলোর স্মৃতি আমাদের মনে সবসময় অমলিন থাকবে। আমরা সিদ্ধান্ত নিয়েছি, সুযোগ পেলে আবারও এমন অবকাশযাপনে যাব।
"
অশৌচ,"শব্দ: অশৌচ

অশৌচ একটি সামাজিক রীতি যা জন্ম বা মৃত্যুর কারণে পালিত হয়। হিন্দুধর্মে এর তাৎপর্য অনেক। পরিবারে কারো মৃত্যু হলে একটি নির্দিষ্ট সময় পর্যন্ত অশৌচ পালন করা হয়। এই সময়কালে মৃতের আত্মার শান্তি কামনার জন্য কিছু নিয়মকানুন মেনে চলা হয়। অশৌচের সময় শুভ কাজ যেমন - বিয়ে, অন্নপ্রাশন ইত্যাদি করা যায় না। এমনকি দেব-দেবীর পূজা অর্চনা থেকেও বিরত থাকতে হয়। আগেকার দিনে অশৌচকালে অনেক কঠোর নিয়ম পালন করা হতো, যা এখন অনেকটাই শিথিল হয়েছে। তবে, অশৌচ চলাকালীন সাত্ত্বিক খাবার গ্রহণ এবং সংযম পালনের ওপর বিশেষ জোর দেওয়া হয়। এই সময় শোকের, তাই মনকে শান্ত রাখা এবং মৃতের পরিবারের প্রতি সহানুভূতি জানানো প্রয়োজন। অশৌচ শুধু একটি প্রথা নয়, এটি শোকগ্রস্ত পরিবারকে মানসিক শক্তি জোগায় এবং তাদের ধীরে ধীরে স্বাভাবিক জীবনে ফিরতে সাহায্য করে। সমাজের নিয়ম এবং ঐতিহ্য রক্ষায় এই প্রথার গুরুত্ব আজও বিদ্যমান।
"
অপনোদন,"শব্দ: অপনোদন

আলো ঝলমলে দিনের শেষে নেমে আসা অন্ধকার যেন ক্রমশ গ্রাস করতে চাইছে চারপাশ। শহরের কোলাহল থেমে গিয়ে রাতের নিস্তব্ধতা নেমে আসার সাথে সাথে মনের মধ্যে জমে থাকা কষ্টগুলো আরও বেশি করে জানান দেয়। দিনের ব্যস্ততায় সেগুলোকে চাপা দেওয়া গেলেও রাতে আর কোনোভাবেই যেন অপনোদন করা যায় না। স্মৃতির ঝাঁপি খুলে বসলে একে একে সব ঘটনা চোখের সামনে ভেসে ওঠে। কিছু ভুলের মাশুল যেন সারা জীবন ধরে দিতে হয়, কিছু স্মৃতি কিছুতেই মন থেকে তাড়ানো যায় না। এই শহরে কত মানুষ আসে, কত মানুষ যায়, কিন্তু কিছু মানুষের স্মৃতি হৃদয়ে এমন ভাবে গেঁথে যায় যে চাইলেও তাদের অপনোদন করা যায় না। আসলে কিছু সম্পর্ক তৈরি হয় আত্মার টানে, সেই সম্পর্কগুলো সময়ের সাথে সাথে আরও গভীর হয়। তবে সময়ের নিষ্ঠুর স্রোতে সেই সম্পর্কগুলো যখন ভেঙে যায়, তখন সেই ক্ষত সহজে সারে না। রাতের নীরবতা যেন সেই ক্ষতগুলোকে আরও বেশি করে জাগিয়ে তোলে, আর আমি চেষ্টা করি সেই কষ্টগুলো থেকে মুক্তি পেতে, তাদের অপনোদন করতে। কিন্তু বাস্তবতা হলো, কিছু স্মৃতি, কিছু অনুভূতি কখনোই পুরোপুরি অপনোদন করা যায় না, তারা জীবনের অংশ হয়েই থেকে যায়।
"
