word,paragraph
অহিতকারী,"অহিতকারী

সমাজে কিছু মানুষ থাকে যারা ব্যক্তিগত স্বার্থ চরিতার্থ করার জন্য অন্যের ক্ষতি করতে দ্বিধা বোধ করে না। তারা যেন সাক্ষাৎ অহিতকারী শক্তি। এদের প্রধান উদ্দেশ্য হলো যে কোনো উপায়ে নিজের লাভ নিশ্চিত করা, এমনকি সেই লাভের জন্য অন্য কারো জীবন বিপন্ন হলেও তাদের কিছু যায় আসে না। এই অহিতকারীরা সমাজের শান্তি ও শৃঙ্খলা নষ্ট করে, বিষবাষ্প ছড়ায় সর্বত্র। তারা মিথ্যা ও প্রতারণার আশ্রয় নেয়, দুর্বলদের ওপর শোষণ চালায় এবং সব সময় নিজেদের শ্রেষ্ঠ প্রমাণ করতে ব্যস্ত থাকে। এদের কাজকর্ম দেখলে মনে হয় যেন এরা নৈতিকতার ধার ধারে না। এদের হৃদয় crude, অনুভূতিহীন। একজন অহিতকারী ব্যক্তি পরিবার, সমাজ এবং দেশের জন্য মারাত্মক ক্ষতিকর। এদের চিহ্নিত করে সঠিক পথে আনা অথবা এদের থেকে দূরে থাকাই বুদ্ধিমানের কাজ। এদের কারণে সমাজে অবিশ্বাস আর সন্দেহের মেঘ ঘনীভূত হয়, ভালোবাসার পরিবর্তে জন্ম নেয় ঘৃণা। তাই আমাদের উচিত সম্মিলিতভাবে এই অহিতকারী শক্তির বিরুদ্ধে রুখে দাঁড়ানো এবং একটি সুন্দর, শান্তিপূর্ণ সমাজ গড়া।
"
অজ্ঞাতমূল,"অজ্ঞাতমূল শব্দটিকে ব্যবহার করে একটি অনুচ্ছেদ নিচে দেওয়া হলো:

অজ্ঞাতমূল রোগে আক্রান্ত হয়ে লোকটা ধুঁকছিল। গ্রামের মানুষজন নানা ধরনের টোটকা দিচ্ছিল, কিন্তু কিছুতেই কোনো কাজ হচ্ছিল না। রোগটা কোথা থেকে এসেছে, কিভাবে তার শরীরে বাসা বেঁধেছে, তা যেন এক বিরাট রহস্য। শহরের ডাক্তার বাবুও এসে পরীক্ষা করে গেলেন, কিন্তু রোগের উৎস সম্পর্কে কিছুই বলতে পারলেন না। লোকটার পরিবারের চোখেমুখে গভীর despair। তারা তাদের প্রিয় মানুষটাকে একটু একটু করে মৃত্যুর দিকে ঢলে পড়তে দেখছে, কিন্তু কিছুই করার নেই। এই অজ্ঞাতমূল রোগ যেন এক অভিশাপের মতো নেমে এসেছে তাদের জীবনে। তারা জানে না এর শেষ কোথায়। লোকটা হয়তো ধীরে ধীরে হারিয়ে যাবে, আর তার সাথে হারিয়ে যাবে এই রোগের উৎস খোঁজার সামান্য আশা টুকুও। হয়তো কোনোদিন এই গ্রামের কেউ জানতেও পারবে না, কী কারণে এত তাজা একটা প্রাণ অকালে ঝরে গেল। অজ্ঞাত কোনো জীবাণু অথবা দূষিত পরিবেশ - কারণটা হয়তো রয়েই যাবে অজানা। এই ঘটনার পরে গ্রামের মানুষজন আরও সতর্ক হয়ে যায়, কারণ তারা বুঝতে পারে, বিপদ সবসময় জানান দিয়ে আসে না।

"
অক্ষয়,"অক্ষয়

অক্ষয় নামের ছেলেটি গ্রামের পাঠশালার সেরা ছাত্র। তার মেধা যেমন প্রখর, তেমনই শিক্ষকের প্রতি অগাধ ভক্তি। অক্ষয় ছোটবেলা থেকেই স্বপ্ন দেখে, বড় হয়ে সে শিক্ষক হবে। গ্রামের ছেলেমেয়েদের মাঝে শিক্ষার আলো ছড়াবে। তাদের অক্ষরজ্ঞান দেবে, নৈতিকতা শেখাবে। অক্ষয় বিশ্বাস করে, শিক্ষাই মানুষের ভেতরের অন্ধকার দূর করে তাকে জ্ঞানে আলোকিত করে তোলে। 

অক্ষয়ের বাবা ছিলেন একজন কৃষক। তিনি ছেলেকে খুব কষ্ট করে লেখাপড়া করিয়েছেন। অভাবের সংসারে অক্ষয় সবসময় বাবার কষ্ট অনুভব করত। তাই সে মন দিয়ে পড়াশোনা করত এবং উপার্জনের জন্য বাবাকে নানা কাজে সাহায্য করত। অক্ষয় ভাবতো, তার অর্জিত জ্ঞান যেন অক্ষয় হয়, যা সে ভবিষ্যৎ প্রজন্মের মাঝে বিলিয়ে দিতে পারে।

একদিন গ্রামের পাশে একটি নতুন বিদ্যালয় স্থাপিত হলো। অক্ষয় সেখানে শিক্ষক হিসেবে যোগদান করলো। বিদ্যালয়ের পরিবেশ ছিল মনোরম। চারপাশে সবুজ গাছপালা আর পাখির কলরব। অক্ষয় তার ছাত্রদের মনোযোগ দিয়ে পড়াতো। তাদের খেলাধুলা ও অন্যান্য সাংস্কৃতিক অনুষ্ঠানে উৎসাহিত করতো। অল্প সময়ের মধ্যেই অক্ষয় একজন জনপ্রিয় শিক্ষক হিসেবে পরিচিত লাভ করলো। তার শিক্ষাদানের পদ্ধতি এতটাই আকর্ষণীয় ছিল যে, ছাত্ররা আগ্রহ নিয়ে বিদ্যালয়ে আসত। অক্ষয় তার কাজের মাধ্যমে প্রমাণ করলো যে, জ্ঞান বিতরণের মাধ্যমেই জীবনের সার্থকতা। তার নাম অক্ষয় হয়ে থাকবে সকলের হৃদয়ে।
"
অশ্লাঘ্য,"শব্দ: অশ্লাঘ্য

অশ্লাঘ্য কাজগুলি নীরবে ঘটে যায়, লোকচক্ষুর অন্তরালে। তাদের কোনো যশ নেই, নেই কোনো বাহবা পাওয়ার আকাঙ্ক্ষা। দিনের পর দিন, মাসের পর মাস ধরে কেউ হয়তো নিঃশব্দে সমাজের সবচেয়ে দুর্বল স্তরের মানুষের জন্য কাজ করে চলেছেন, যার খবর বাইরের দুনিয়া রাখে না। এমন একজন মানুষ ছিলেন বৃদ্ধ রফিক চাচা। বস্তির শিশুদের তিনি বিনামূল্যে লেখাপড়া শেখাতেন, পুরনো বই আর খাতা জোগাড় করে তাদের শিক্ষার আলো জ্বালাতেন। রফিক চাচার এই কাজ অনেকের কাছেই হয়তো গুরুত্বপূর্ণ মনে হতো না, বরং তারা মনে করতো এটা তার নিতান্তই সময় কাটানোর একটা উপায়। তিনি হয়তো সমাজের চোখে একজন ব্যর্থ মানুষ, কারণ তার নিজের জীবন ছিল দারিদ্র্য আর অভাবের প্রতিচ্ছবি। কিন্তু রফিক চাচা কখনো এই সব সমালোচনায় কান দেননি। তিনি বিশ্বাস করতেন, ছোট ছোট এই শিশুদের জীবনে শিক্ষার আলো পৌঁছে দেওয়াটাই তার জীবনের সবচেয়ে বড় কাজ। তার এই নিঃস্বার্থ প্রচেষ্টা হয়তো কোনোদিনও প্রশংসিত হবে না, হয়তো তিনি থেকে যাবেন প্রচারের আলোর বাইরে একজন অশ্লাঘ্য মানুষ হিসেবে। তবুও তিনি কাজ করে যান, কারণ তিনি জানেন এই শিশুদের হাসিগুলোর দাম অনেক বেশি। রফিক চাচার মতো অশ্লাঘ্য মানুষেরাই সমাজের প্রকৃত ভিত্তি রচনা করেন।
"
অনবগাহ্য,"শব্দ: অনবগাহ্য

বর্ষার শেষে আকাশ যখন মেঘমুক্ত, চারপাশের প্রকৃতি সবুজে ভরে উঠেছে, ঠিক তখনই আমার গ্রামের বাড়ি যাওয়ার সুযোগ হল। শহরের ইট-কাঠের জীবনে হাঁপিয়ে উঠে মনটা একটু শান্তির খোঁজে ব্যাকুল ছিল। গ্রামের পথে চলতে চলতে মনে হচ্ছিল যেন এক অনবগাহ্য সৌন্দর্যের গভীরে হারিয়ে যাচ্ছি। দু’পাশে বিস্তৃত ধানক্ষেত, নরম বাতাসে ঢেউ খেলানো সবুজ ধানগাছ, আর দূরে বাঁশঝাড়—সব মিলিয়ে এক স্বপ্নীল পরিবেশ। এই অনবগাহ্য সৌন্দর্য ভাষায় প্রকাশ করা কঠিন। ছোটবেলার কত স্মৃতি এই গ্রামের আনাচে কানাচে ছড়িয়ে আছে। গ্রামের পাশ দিয়ে বয়ে যাওয়া নদীর জল এখন অনেকটাই কমে এসেছে, তবে তার স্রোত এখনও বেশ শক্তিশালী। নদীতে কয়েকটি ছোট নৌকা বাঁধা আছে, মাঝিরা মাছ ধরার প্রস্তুতি নিচ্ছে। গ্রামের মানুষগুলোর জীবনযাত্রা সহজ সরল, তাদের মনে কোনো জটিলতা নেই। শহরের জটিল আর কঠিন জীবন থেকে দূরে এই অনবগাহ্য শান্তির পরশ যেন অমৃতের মতো। আমি অনুভব করলাম, প্রকৃতির এই অনবগাহ্য রূপ আমাকে নতুন করে বাঁচার প্রেরণা জোগাচ্ছে, মনকে শান্ত ও স্থিত করে তুলছে। এই কয়েকটা দিন আমি শহরের কোলাহল থেকে দূরে, প্রকৃতির নীরবতার মাঝে নিজেকে খুঁজে পেতে চাই।
"
অনাকাঙ্ক্ষিত,"শব্দ: অনাকাঙ্ক্ষিত

বর্ষার সন্ধ্যায় বারান্দায় বসে চা খাচ্ছিলাম, এমন সময় কলিং বেলের আওয়াজ শুনে একটু বিরক্ত হলাম। এই সময় সাধারণত কেউ আসে না, তাই ভাবলাম হয়তো কোনো ভুল ঠিকানা। দরজা খুলে দেখি শুভ্র, আমার সেই পুরোনো বন্ধু, যাকে আমি প্রায় পাঁচ বছর দেখিনি। শুভ্রকে দেখে প্রথমে কিছুটা অপ্রস্তুত হয়েছিলাম, কারণ আমাদের শেষ দেখাটা খুব একটা সুখকর ছিল না। আমাদের সম্পর্কে একটা অনাকাঙ্ক্ষিত তিক্ততা তৈরি হয়েছিল, যা আজও আমার স্মৃতিতে স্পষ্ট। তাকে ভেতরে ডেকে বসালাম, কুশল বিনিময়ের পর নীরবতা গ্রাস করলো ঘরটাকে। আমি বুঝতে পারছিলাম না, কী করে কথা শুরু করব। শুভ্রই প্রথম কথা বলল, পুরোনো দিনের সেই ভুল বোঝাবুঝির জন্য ক্ষমা চাইল। আমি অবাক হয়ে তার দিকে তাকিয়ে রইলাম। এত বছর পর, এই অনাকাঙ্ক্ষিত সাক্ষাৎ যেন আমাদের দুজনের জন্যই নতুন এক সুযোগ নিয়ে এসেছে। তিক্ততা ভুলে আবার বন্ধুত্বের পথে হাঁটার সুযোগ। হয়তো সময় সবকিছু ঠিক করে দেয়। 
"
অঙ্গবিশ্লেষণ,"অঙ্গবিশ্লেষণ

চিকিৎসাবিজ্ঞানের একটি গুরুত্বপূর্ণ শাখা হলো অঙ্গবিশ্লেষণ, যেখানে রোগের কারণে ক্ষতিগ্রস্ত বা মৃতপ্রায় অঙ্গ কেটে বাদ দেওয়া হয়। ডায়াবেটিস, পেরিফেরাল ভাস্কুলার ডিজিজ বা মারাত্মক সংক্রমণের কারণে অনেক সময় হাত বা পায়ের আঙুল এমনকি পুরো পা-ও কেটে ফেলতে হয়। আমার দাদু দীর্ঘকাল ধরে ডায়াবেটিসে ভুগছিলেন, এবং শেষ পর্যন্ত তার পায়ের কয়েকটি আঙুলে পচন ধরেছিল। চিকিৎসকেরা জানিয়েছিলেন, সংক্রমণ সারা শরীরে ছড়িয়ে পড়া আটকাতে জরুরি ভিত্তিতে অঙ্গবিশ্লেষণ করা প্রয়োজন। প্রথমে বিষয়টি আমাদের পরিবারের জন্য মেনে নেওয়া কঠিন ছিল, কারণ দাদু তাঁর পায়ের উপর ভর করেই এতটা পথ হেঁটেছেন। কিন্তু দাদুর জীবন বাঁচাতে শেষ পর্যন্ত আমরা রাজি হয়েছিলাম। অস্ত্রোপচারের পর দাদু ধীরে ধীরে সুস্থ হয়ে উঠলেও, তাঁর স্বাভাবিক জীবনযাত্রায় অনেক পরিবর্তন এসেছিল। হাঁটাচলার জন্য তাকে ক্রাচ বা হুইলচেয়ারের ওপর নির্ভর করতে হতো। তবে সবচেয়ে কঠিন ছিল মানসিক দিক থেকে এই পরিবর্তনকে মেনে নেওয়া। আমরা পরিবারের সকলে মিলে দাদুর মনোবল ধরে রাখতে চেষ্টা করেছিলাম এবং তাঁকে বুঝিয়েছিলাম যে জীবন থেমে যায়নি। আধুনিক বিজ্ঞান ও প্রযুক্তির কল্যাণে কৃত্রিম অঙ্গ প্রতিস্থাপনের মাধ্যমে মানুষ স্বাভাবিক জীবনে ফিরতে পারে, এই বিষয়ে আমরা তাঁকে উৎসাহিত করেছিলাম। অঙ্গহানির যন্ত্রণা শুধু শারীরিক নয়, মানসিক ভাবেও মানুষকে দুর্বল করে দেয়, তাই এই সময়টাতে রোগীর প্রতি সহানুভূতিশীল হওয়া এবং তাদের মানসিক সমর্থন দেওয়া অত্যন্ত জরুরি।
"
অক্সি-অ্যাসিটিলিন,"অক্সি-অ্যাসিটিলিন গ্যাস ওয়েল্ডিংয়ের একটি গুরুত্বপূর্ণ উপাদান। পুরোনো দিনের জাহাজ ভাঙার কারখানায় বা লোহার গেট তৈরির workshop-এ এর ব্যবহার চোখে পড়ার মতো। একটা সময় ছিল যখন এই গ্যাস ব্যবহার করেই লোহার পাত জোড়া লাগানো হতো। প্রথমে একটি সিলিন্ডারে অক্সিজেন এবং অন্যটিতে অ্যাসিটিলিন গ্যাস ভরা হয়। তারপর বিশেষ পদ্ধতিতে দুটি গ্যাসকে একটি মিশ্রণ তৈরি করে মেশিনের মাধ্যমে আগুনের শিখা তৈরি করা হয়। এই শিখা এতটাই শক্তিশালী যে নিমেষের মধ্যে লোহা গলিয়ে দিতে পারে। যদিও এখন আধুনিক অনেক পদ্ধতি এসে গেছে, তবুও অক্সি-অ্যাসিটিলিনের ব্যবহার একেবারে বন্ধ হয়ে যায়নি। গ্রামের দিকে ছোটখাটো লোহার কাজের জন্য এটি এখনও বেশ জনপ্রিয়। তবে এটি ব্যবহারের সময় অত্যন্ত সতর্কতা অবলম্বন করা উচিত, কারণ সামান্য অসাবধানতা বড় বিপদ ডেকে আনতে পারে। যারা এই কাজ করেন, তাঁরা বিশেষ ধরণের চশমা ব্যবহার করেন যা তাঁদের চোখকে আগুনের তেজ থেকে রক্ষা করে। সঠিকভাবে ব্যবহার করতে পারলে অক্সি-অ্যাসিটিলিন সত্যিই খুব কাজের একটি জিনিস।
"
অপবাদ,"শব্দ: অপবাদ

গ্রামের সহজ সরল মানুষগুলোর জীবনযাত্রা ছিল নিতান্তই সাধারণ। শান্তি আর স্বস্তিতে দিন কাটানোই ছিল তাদের জীবনের মূল লক্ষ্য। কিন্তু বিধাতা যেন সব সময় মানুষের পরীক্ষা নেন। তেমনই এক পরীক্ষার নাম অপবাদ। গ্রামের মাতব্বর Karim Mia, যিনি কিনা গ্রামের প্রধান, তার নামে রটল এক কুৎসিত অপবাদ। রটে গেল, Karim Mia নাকি গ্রামের বিধবা Rahima-র সাথে অবৈধ সম্পর্কে জড়িত। চারিদিকে ছিঃ ছিঃ রব উঠলো। Karim Mia প্রথমে বিশ্বাস করতে পারছিলেন না, এত জঘন্য একটা কথা মানুষ কিভাবে বলতে পারে! তিনি রাগে, ক্ষোভে উন্মাদ হয়ে গেলেন। কিভাবে তিনি নিজেকে নির্দোষ প্রমাণ করবেন, সেই চিন্তায় অস্থির হয়ে পড়লেন। দিনের পর দিন তিনি প্রমাণ করার চেষ্টা করলেন তিনি নির্দোষ, কিন্তু কে শোনে কার কথা! অপবাদের কালি একবার লাগলে সহজে মোছা যায় না। ধীরে ধীরে Karim Mia সমাজ থেকে নিজেকে গুটিয়ে নিলেন। একসময় তিনি অসুস্থ হয়ে পড়লেন এবং বিনা চিকিৎসায় মারা গেলেন। Karim Mia এর মৃত্যুর পর Rahima உண்மையை সবার সামনে আনলেন এবং বললেন কিভাবে গ্রামের কিছু প্রভাবশালী ব্যক্তি তাদের ব্যক্তিগত স্বার্থসিদ্ধির জন্য Karim Mia এর নামে মিথ্যা অপবাদ রটিয়েছিল।
"
অভাগি,"অভাগি শব্দটা শুনলেই চোখের সামনে ভেসে ওঠে এক দুঃখী নারীর মুখ। অভাব যেন তার নিত্যসঙ্গী। সমাজ সংসারে সে বড়ই অসহায়, বড়ই একা। ভাগ্যের নিষ্ঠুর পরিহাসে তার জীবন হয়ে উঠেছে ദുর্বিষহ।

অভাগীর জীবনের গল্পটা শুরু হয়েছিল এক অজপাড়াগাঁয়ে। জন্মের পর থেকেই সে যেন ছিল পরিবারের বোঝা। অল্প বয়সেই তার বিয়ে হয়ে যায় এক দরিদ্র কৃষকের সাথে। অভাবের তাড়নায় জর্জরিত সংসারে অভাগী একটু সুখের আশায় দিন গুনতে থাকে। কিন্তু সুখ যেন তার কপালে লেখা নেই। স্বামী প্রায়ই অসুস্থ থাকত, ঠিকমতো কাজ করতে পারত না। অভাগী নিজের হাতে সংসারের হাল ধরেছিল, দিনরাত পরিশ্রম করে সামান্য কিছু রোজগার করত।

একদিন স্বামী মারা যায়, অভাগীর জীবনে নেমে আসে আরও গভীর অন্ধকার। সন্তান-সন্ততি নিয়ে সে অকূল পাথারে পড়ে। গ্রামের মানুষজনের কাছে হাত পাততেও তার আত্মসম্মানে বাঁধত। তবুও সন্তানদের মুখে খাবার তুলে দেওয়ার জন্য সে বাধ্য হয়। অভাগী বুঝতে পারে, এই কঠিন পৃথিবীতে বেঁচে থাকার জন্য তাকে আরও শক্তিশালী হতে হবে। ধীরে ধীরে সে নিজের দুঃখকে জয় করে, সন্তানদের মানুষ করার ব্রত নেয়। অভাগী হয়তো গরিব, কিন্তু তার হৃদয় ছিল বিশাল। অন্যের দুঃখে সে ব্যথিত হতো, সাধ্যমতো সাহায্য করতে চেষ্টা করত। অভাগীর জীবন সংগ্রাম আমাদের শিখিয়ে যায়, পরিস্থিতি যতই খারাপ হোক না কেন, চেষ্টা করলে সবকিছু জয় করা সম্ভব।
"
অঙ্কবিদ্যা,"অঙ্কবিদ্যা

অঙ্কবিদ্যা শুধু সংখ্যা আর সূত্র মুখস্থ করার বিষয় নয়, এটি একটি সুশৃঙ্খল চিন্তাভাবনার চর্চা। ছোটবেলায় যখন বাবা হাতে ধরে যোগ-বিয়োগ শেখাতেন, তখন খেলাচ্ছলেই অঙ্কবিদ্যার সঙ্গে আমার প্রথম পরিচয়। প্রথমে তেমন আগ্রহ না থাকলেও, ধীরে ধীরে এর অন্তর্নিহিত সৌন্দর্য আমাকে আকৃষ্ট করে। অঙ্কবিদ্যা আমাদের চারপাশে ছড়িয়ে থাকা নানা রহস্য উন্মোচন করতে সাহায্য করে। একটি জটিল সমস্যার সমাধান করতে পারলে যে আনন্দ হয়, তা ভাষায় প্রকাশ করা কঠিন। বাস্তব জীবনে অঙ্কবিদ্যার গুরুত্ব অপরিসীম। বাজারের হিসাব থেকে শুরু করে মহাকাশ গবেষণা পর্যন্ত, সর্বত্রই এর ব্যবহার বিদ্যমান। যারা অঙ্কবিদ্যা ভালোবাসে, তারা যেন এক বিশেষ ক্ষমতা নিয়ে জন্মায়। তারা যুক্তি দিয়ে যেকোনো পরিস্থিতি বিশ্লেষণ করতে পারে এবং দ্রুত সিদ্ধান্ত নিতে সক্ষম হয়। অঙ্কবিদ্যা মানুষের মস্তিষ্কের কর্মক্ষমতা বাড়ায় এবং নতুন কিছু শেখার আগ্রহ সৃষ্টি করে। তাই, অঙ্কবিদ্যাকে ভয় না পেয়ে, বরং এর প্রতি ভালোবাসা তৈরি করা উচিত। অঙ্কবিদ্যা চর্চার মাধ্যমে জীবনে সাফল্য লাভ করা অনেক সহজ হয়ে যায়। পরিশেষে, বলা যায় অঙ্কবিদ্যা আমাদের জীবনকে সুন্দর ও সহজ করে তোলে।
"
অনাদরণীয়,"শব্দ: অনাদরণীয়

অনাদরণীয় আবর্জনার স্তূপের দিকে তাকালে মনে হয়, সভ্যতার এক নিষ্ঠুর প্রতিচ্ছবি যেন ওখানে মুখ থুবড়ে পড়ে আছে। দিনের পর দিন মানুষের ব্যবহার করা জিনিস, উচ্ছিষ্ট খাবার, প্লাস্টিক - সবকিছু সেখানে স্তূপীকৃত হয়ে পরিবেশ দূষিত করছে। এই দৃশ্য আমাদের চোখে ধরা দিলেও, আমরা যেন চোখ ফিরিয়ে নিই, কারণ এর পেছনের দায়ভার আমাদের নিজেদেরই। অনাদরণীয় এই বস্তুগুলো একদিন প্রয়োজনীয় ছিল, কিন্তু আজ তারা মূল্যহীন। ঠিক তেমনই, অনেক মানুষও সমাজে অনাদরণীয় হয়ে পড়ে, যখন তাদের প্রয়োজন ফুরিয়ে যায়। বৃদ্ধাশ্রমের অসহায় বাবা-মা, রাস্তায় পরিত্যক্ত শিশু, কিংবা সমাজের পিছিয়ে পড়া মানুষগুলো যেন এই আবর্জনার স্তূপের মতোই অবহেলিত। আমরা তাদের দিকে সাহায্যের হাত না বাড়িয়ে বরং নিজেদের সুখ-স্বাচ্ছন্দ্য নিয়ে ব্যস্ত থাকি। অথচ, একটু সহানুভূতি, একটু ভালোবাসা তাদের জীবনে নতুন আলো আনতে পারে। আমাদের মনে রাখতে হবে, কোনো মানুষই অনাদরণীয় নয়। প্রত্যেকেরই বাঁচার অধিকার আছে, সম্মান পাওয়ার অধিকার আছে। আসুন, আমরা সকলে মিলে এই অনাদরণীয় মানুষদের জীবনে একটু উষ্ণতা এনে দিই, তাদের মুখে হাসি ফোটাই। কারণ, মানুষের সেবাতেই প্রকৃত সুখ নিহিত।
"
অন্তকারী,"শব্দ: অন্তকারী

বর্ষার শেষে নদীর পাড় ভাঙনের রূপ দেখে অজয় শিউরে উঠলো। গত বছরও এই সময় তার ক Rosy নামের গরুটি বন্যার জলে ভেসে গিয়েছিল। প্রকৃতির এই রুদ্র রূপ যেন এক অন্তকারী শক্তি, যা সবকিছু গ্রাস করতে উদ্যত। নদীর পাড়ের মাটি ধসে যাওয়ার শব্দ যেন মৃত্যুর পদধ্বনি। অজয় জানে, এই ভাঙন তার ভিটেমাটি কেড়ে নিতে পারে, কেড়ে নিতে পারে তার শেষ সম্বলটুকুও। সে অসহায় চোখে তাকিয়ে থাকে জলের দিকে। মনে মনে প্রার্থনা করে, ""হে ঈশ্বর, রক্ষা করো।"" কিন্তু প্রকৃতির খেয়াল বোঝা বড় দায়। ভাঙন চলতেই থাকে, অজয়ের চোখের সামনে তার ভবিষ্যৎ ধীরে ধীরে অন্তগামী হতে থাকে। সে ভাবে, হয়তো এটাই ভবিতব্য, হয়তো এটাই প্রকৃতির বিচার। এই অন্তকারী শক্তি হয়তো তাকে নিঃস্ব করে দেবে, কিন্তু তবুও সে হাল ছাড়বে না। অজয় আবার নতুন করে বাঁচার স্বপ্ন দেখবে, আবার নতুন করে মাটি কামড়ে ধরে দাঁড়ানোর চেষ্টা করবে। কারণ জীবন তো একটাই, আর সেই জীবনকে বাঁচিয়ে রাখার লড়াই চালিয়ে যেতে হয়।
"
অঙ্গসঞ্চালন,"অঙ্গসঞ্চালন

ভোর হতেই পাখির কলকাকলি জানান দেয় নতুন দিনের। শিশির ভেজা ঘাসের উপর দিয়ে যখন আমি হাঁটি, প্রকৃতির স্নিগ্ধতা শরীর মন ছুঁয়ে যায়। এই সময় শরীরকে একটু ঝরঝরে করে নিতে ইচ্ছে করে। তাই প্রতিদিনের মতো আজও ব্যায়াম শুরু করি। ব্যায়ামের প্রথম ধাপে আমি মনোযোগ দেই অঙ্গসঞ্চালনের দিকে। হাত, পা, কোমর সামান্য ঘোরানো - এই সাধারণ ব্যায়ামগুলোMuscles এবং joint গুলোকে সক্রিয় করে তোলে। ধীরে ধীরে প্রতিটি অঙ্গপ্রত্যঙ্গ সঞ্চালিত হতে শুরু করে, যা শরীরে এক নতুন শক্তি এনে দেয়। অঙ্গসঞ্চালনের ফলে আমার শরীরের জড়তা কাটে এবং রক্ত চলাচল স্বাভাবিক হয়। ব্যায়ামের শুরুতে এই হালকা ব্যায়ামগুলি খুবই গুরুত্বপূর্ণ, কারণ এগুলো শরীরকে ওয়ার্ম আপ করতে সাহায্য করে। শুধু শরীরচর্চা নয়, নৃত্য বা অন্য যেকোনো শারীরিক কার্যকলাপের পূর্বে অঙ্গসঞ্চালন আবশ্যক। নিয়মিত অঙ্গসঞ্চালনের অভ্যাস আমাকে সারাদিনের জন্য চনমনে রাখে এবং যেকোনো কাজ সহজে করার শক্তি যোগায়। তাই, সুস্থ ও কর্মক্ষম জীবনযাপনের জন্য অঙ্গসঞ্চালনের গুরুত্ব অপরিহার্য।
"
অপ্রতিবিধান,"শব্দ: অপ্রতিবিধান

অপ্রতিবিধান একটি কঠিন বাস্তবতা, যা আমাদের জীবনে অপ্রত্যাশিতভাবে নেমে আসে। যখন কোনো ভুল বা ক্ষতির প্রতিকার করা সম্ভব হয় না, তখন এর ভার অপূরণীয় হয়ে থাকে। বন্যাবিধ্বস্ত গ্রামগুলোর দিকে তাকালে এই অপ্রতিবিধানের রূপ স্পষ্ট হয়ে ওঠে। ঘরবাড়ি, জমিজমা, আপনজন হারানোর পরে তাদের জীবনে নেমে আসে এক অন্ধকার। সরকার ও বিভিন্ন সংস্থা সাহায্যের হাত বাড়ালেও, সবকিছু আগের মতো করে তোলা যায় না। প্রকৃতির রুদ্র রূপের কাছে মানুষ বড়ই অসহায়। এই অপ্রতিবিধানের কারণে ক্ষতিগ্রস্ত মানুষগুলোর মনে গভীর ক্ষতের সৃষ্টি হয়, যা সহজে শুকায় না। তাদের জীবনে নেমে আসা শূন্যতা পূরণ করা অসম্ভব হয়ে পড়ে। আমরা চাইলেও তাদের সেই হারানো দিনগুলো ফিরিয়ে দিতে পারি না, যা তারা একসময় হেসেখেলে পার করেছে। অপ্রতিবিধান আমাদের মনে করিয়ে দেয়, জীবন কত ক্ষণস্থায়ী এবং অপ্রত্যাশিত। তাই আমাদের উচিত, প্রকৃতির প্রতি সংবেদনশীল হওয়া এবং দুর্যোগের সময় একে অপরের পাশে দাঁড়ানো, যাতে ক্ষতির পরিমাণ কিছুটা হলেও কমানো যায়। মানুষের সম্মিলিত প্রচেষ্টাই পারে এই অপ্রতিবিধানের কষ্ট লাঘব করতে।
"
অকূলতারণ,"অকূলতারণ

জীবন এক অকূল সমুদ্রের মতো, যেখানে ঢেউয়ের পর ঢেউ এসে আমাদের ভাসিয়ে নিয়ে যায়। এই অকূলতার মাঝে অনেকেই দিশেহারা হয়ে পড়েন, খুঁজে পান না কোনো কূল-কিনারা। ঠিক তখনই প্রয়োজন হয় একজন অকূলতারণের, যিনি হাল ধরে পথ দেখাতে পারেন। আমার জীবনে ""অকূলতারণ"" হয়ে এসেছিলেন আমার দাদু। যখন আমার বাবা মারা গেলেন, আমি যেন অথৈ সাগরে হাবুডুবু খাচ্ছিলাম। ভবিষ্যৎ ছিল অন্ধকার, চারদিকে শুধু শূন্যতা। দাদু আমার হাত ধরেছিলেন, শিখিয়েছিলেন কিভাবে শোককে শক্তিতে রূপান্তরিত করতে হয়। তিনি আমাকে সাহস জুগিয়ে বলেছিলেন, ""জীবনে ঝড় আসবেই, কিন্তু ভেঙে পড়লে চলবে না। নিজেকে শক্ত করে দাঁড়াতে হবে।"" দাদুর সেই কথাগুলো আমার জীবনের মোড় ঘুরিয়ে দেয়। তিনি শুধু আমাকে সান্ত্বনা দেননি, বরং আমার লেখাপড়ার দায়িত্ব নিয়েছিলেন এবং আমাকে জীবনে বড় হওয়ার স্বপ্ন দেখিয়েছিলেন। দাদুর দেখানো পথ ধরেই আমি আজ একজন সফল মানুষ। তাই, দাদু শুধু আমার দাদু নন, তিনি আমার জীবনের ""অকূলতারণ""। আমি চিরকৃতজ্ঞ তাঁর কাছে।
"
