word,paragraph
অঙ্গসেবা,"অঙ্গসেবা

অঙ্গসেবা একটি মহৎ কাজ। মানুষের জীবন বাঁচাতে বা শারীরিক অক্ষমতা দূর করতে অঙ্গদানের গুরুত্ব অপরিহার্য। আমাদের দেশে এখনও পর্যন্ত এই বিষয়ে সচেতনতা তেমনভাবে গড়ে ওঠেনি, তবে ধীরে ধীরে মানুষ এর প্রয়োজনীয়তা উপলব্ধি করছে। ব্রেন ডেথ হওয়া কোন ব্যক্তির কিডনি, লিভার, হৃদপিণ্ড, ফুসফুস, অগ্ন্যাশয়, ক্ষুদ্রান্ত্র এবং কর্নিয়া অন্য মানুষের জীবন বাঁচাতে পারে। একজন ব্যক্তি মৃত্যুর পরেও আট জন মানুষের জীবনদান করে যেতে পারেন। এই অঙ্গদানের জন্য প্রয়োজন সঠিক পরিকাঠামো এবং দ্রুত সিদ্ধান্ত গ্রহণ। অনেক সময় শুধুমাত্র সচেতনতার অভাবে পরিবারগুলি এমন একটি সুযোগ হাতছাড়া করে, যা হয়তো অন্য একটি জীবনকে আলো দেখাতে পারত। তাই, অঙ্গদানের মতো একটি গুরুত্বপূর্ণ বিষয়কে সকলের কাছে পৌঁছে দেওয়া উচিত। এই বিষয়ে বিভিন্ন প্রচার কর্মসূচী গ্রহণ করা যেতে পারে, যেখানে অঙ্গদানের উপকারিতা এবং প্রক্রিয়া সম্পর্কে বিস্তারিত আলোচনা করা হবে। এছাড়াও, ধর্মীয় এবং সামাজিক নেতাদের এই বিষয়ে এগিয়ে আসা উচিত, যাতে সাধারণ মানুষ অঙ্গদানকে একটি সামাজিক দায়িত্ব হিসেবে মনে করে। পরিশেষে বলা যায়, অঙ্গসেবা শুধুমাত্র একটি দান নয়, এটি মানবতাকে বাঁচিয়ে রাখার অঙ্গীকার।
"
অলঙ্ঘন,"অলঙ্ঘন

প্রকৃতির অলঙ্ঘন নিয়মেই ঋতু পরিবর্তন হয়, গাছে নতুন পাতা আসে, পাখির কলকাকলিতে মুখরিত হয় চারপাশ। গ্রীষ্মের দাবদাহের পর বর্ষার আগমন যেন এক অলঙ্ঘনীয় সত্য। কেউ একে আটকাতে পারে না। প্রকৃতির এই অলঙ্ঘনীয় বিধানের মতোই, মানুষের জীবনেও কিছু নিয়ম বাঁধা আছে। জন্ম, মৃত্যু, সুখ, দুঃখ—এগুলো জীবনের অলঙ্ঘনীয় অংশ। শৈশবের দুরন্তপনা অলঙ্ঘনীয়ভাবে ধীরে ধীরে পরিণত বয়সে রূপান্তরিত হয়। সময়ের এই স্রোত কারো জন্য অপেক্ষা করে না। সামাজিক প্রথা ও রীতিনীতি অনেক সময় অলঙ্ঘনীয় হয়ে ওঠে, যা সমাজের শৃঙ্খলা রক্ষায় গুরুত্বপূর্ণ ভূমিকা রাখে। তবে, কিছু অলঙ্ঘনীয় নিয়ম সমাজের প্রগতির পথে বাধা হয়ে দাঁড়ালে, সেগুলোর পুনর্বিবেচনা করা প্রয়োজন। কারণ, যুগের সাথে তাল মিলিয়ে চলতে না পারলে সমাজ stagnate হয়ে যায়। তাই, অলঙ্ঘনীয়তাকে সম্মান জানিয়েও যুক্তি ও প্রজ্ঞার আলোতে সবকিছু বিচার করাই বুদ্ধিমানের কাজ।"
অর্থদপ্তর,"শব্দ: অর্থদপ্তর

অনুচ্ছেদ:

গ্রামের রাস্তা তৈরির নতুন প্রকল্পটির অনুমোদন পাওয়ার জন্য গত কয়েক মাস ধরে চেষ্টা চালাচ্ছিল স্থানীয় পঞ্চায়েত। প্রধানের অক্লান্ত পরিশ্রমে অবশেষে সেই স্বপ্নপূরণের পথে প্রথম ধাপটি সফল হলো। অর্থদপ্তর থেকে এই প্রকল্পের জন্য প্রয়োজনীয় অর্থ মঞ্জুর করা হয়েছে। খবরটি গ্রামে পৌঁছতেই খুশির হাওয়া লাগে। দীর্ঘদিন ধরে বেহাল রাস্তার কারণে গ্রামবাসীদের যে চরম দুর্ভোগ পোহাতে হচ্ছিল, তার অবসান হওয়ার সম্ভাবনা দেখা দিয়েছে। গ্রামের কৃষকেরা তাঁদের উৎপাদিত ফসল সহজে বাজারে নিয়ে যেতে পারতেন না, ছাত্রছাত্রীদের স্কুলে যেতেও সমস্যা হতো। বর্ষাকালে পরিস্থিতি আরও খারাপ হয়ে যেত, প্রায়ই যোগাযোগ বিচ্ছিন্ন হয়ে পড়ত। পঞ্চায়েত প্রধান জানালেন, অর্থদপ্তর থেকে দ্রুত অর্থRelease করার জন্য তিনি ব্যক্তিগতভাবে সংশ্লিষ্ট কর্মকর্তাদের সাথে যোগাযোগ রাখছেন। তিনি আশা প্রকাশ করেন, খুব শীঘ্রই টেন্ডার প্রক্রিয়া শুরু করে রাস্তা তৈরির কাজ শুরু করা যাবে। গ্রামের মানুষের জীবনযাত্রার মানোন্নয়নে এই রাস্তা একটি গুরুত্বপূর্ণ ভূমিকা রাখবে, এমনটাই মনে করছেন সকলে। এছাড়া, এলাকার অর্থনৈতিক উন্নতিতেও এই রাস্তা বিশেষ অবদান রাখবে বলে আশা করা যায়। অর্থদপ্তর কর্তৃপক্ষের এই সদর্থক ভূমিকার জন্য গ্রামবাসীরা কৃতজ্ঞতা প্রকাশ করেছেন।
"
অত্যুচ্ছলিত,"শব্দ: অত্যুচ্ছলিত

বর্ষার প্রথম দিনে আজ মনটা কেমন অত্যুচ্ছলিত হয়ে আছে। মেঘে ঢাকা আকাশ, আর সেই মেঘ থেকে ঝরে পড়া বৃষ্টির রিমঝিম শব্দ যেন হৃদয়কে স্পর্শ করে যাচ্ছে। চারপাশের প্রকৃতি আজ সবুজ আর সতেজতায় পরিপূর্ণ। ভেজা মাটির গন্ধ আর ফুলের সুবাস মিলেমিশে এক অপার্থিব পরিবেশ তৈরি করেছে। ছোটবেলার কথা মনে পড়ে, যখন বৃষ্টিতে ভিজে কাগজের নৌকা ভাসাতাম। সেই স্মৃতিগুলো আজও মনের গভীরে জীবন্ত হয়ে আছে। বৃষ্টির এই দিনে গরম চায়ের সাথে মুড়ি মাখা যেন অমৃত। বারান্দায় বসে বৃষ্টির ফোঁটাগুলো দেখতে দেখতে অন্যরকম এক শান্তি অনুভব করছি। মনে হচ্ছে, সব দুঃখ, কষ্ট, আর ক্লান্তি আজ ধুয়ে মুছে সাফ হয়ে যাচ্ছে। এই অত্যুচ্ছলিত অনুভূতি ভাষায় প্রকাশ করা কঠিন, শুধু অনুভব করা যায়। এমন দিনে প্রিয়জনের সান্নিধ্য পেলে আনন্দ আরও কয়েকগুণ বেড়ে যায়। সত্যিই, বৃষ্টি মানেই নতুন করে জীবনকে অনুভব করা।
"
অশ্বারূঢ়,"শব্দ: অশ্বারূঢ়

অনুচ্ছেদ:

গ্রামের মেঠো পথ ধরে অশ্বারূঢ় এক আগন্তুক এগিয়ে আসছিলেন। তার বলিষ্ঠ চেহারা, তীক্ষ্ণ দৃষ্টি বুঝিয়ে দিচ্ছিল তিনি কোনো সাধারণ মানুষ নন। ধুলোমাখা পথ, দুপাশের সবুজ ধানক্ষেত আর দূরে বাঁশঝাড় - সব মিলিয়ে এক শান্ত স্নিগ্ধ ছবি। কিন্তু অশ্বারূঢ় মানুষটির আগমনে সেই শান্ত landscape-ও যেন খানিকটা চঞ্চল হয়ে উঠলো। তার ঘোড়ার ক্ষুরের আওয়াজ নিস্তব্ধতা ভেঙে দিচ্ছিল। গ্রামের মানুষজন ঘর থেকে বেরিয়ে এসে অবাক চোখে তাকিয়ে দেখছিল অশ্বারূঢ় লোকটিকে। কারো মনে ভয়, কারো মনে কৌতূহল। তিনি হয়তো কোনো বার্তা নিয়ে এসেছেন, অথবা কোনো নতুন কাজের সূচনা করতে এসেছেন এই গ্রামে। অশ্বারূঢ় লোকটি গ্রামের মোড়লের বাড়ির সামনে এসে থামলেন। তার ঘোড়াটি ক্লান্ত, তাই সে বিশ্রাম চাইছে। মোড়লের বাড়ির বারান্দায় দাঁড়িয়ে থাকা প্রবীণ মানুষটির দিকে তাকিয়ে তিনি মৃদু হাসলেন। এই হাসি যেন অনেক প্রশ্নের উত্তর দিতে প্রস্তুত। অশ্বারূঢ় মানুষটির পরিচয় জানার জন্য গ্রামবাসী উৎসুক হয়ে রইল। সময়ের সঙ্গে সঙ্গে হয়তো জানা যাবে, কেন তিনি এত পথ পেরিয়ে এই গ্রামে এসেছেন।
"
অত্যুচ্ছ্বাস,"অত্যুচ্ছ্বাস

নববর্ষের প্রথম দিনটিতে সারা শহরে একটা উৎসবের আমেজ। আজ যেন সকলের মনেই আনন্দের ঢেউ লেগেছে। বন্ধুদের সাথে দেখা হওয়ার আনন্দে হৃদয়ে এক ধরনের অত্যুচ্ছ্বাস অনুভব করছিলাম। আগের বছরগুলোর খারাপ লাগা, ব্যর্থতা সব যেন এই দিনের আলোয় ধুয়ে যাচ্ছিল। কত স্মৃতি ভিড় করে আসছিল মানসপটে। আমরা ঠিক করেছিলাম, সবাই মিলে একসাথে একটা রেস্টুরেন্টে যাবো।

রেস্টুরেন্টে ঢোকার পরে বন্ধুদের সাথে আলিঙ্গন করে শুভেচ্ছা জানালাম। সকলের চোখেমুখে পরিতৃপ্তির ছাপ। যেন নতুন বছর নতুন আশা নিয়ে এসেছে। আমরা প্রাণখুলে হাসলাম, গল্প করলাম, আর ভবিষ্যতের পরিকল্পনা নিয়ে আলোচনা করলাম। প্রত্যেকের জীবনেই কিছু না কিছু পরিবর্তন এসেছে, কেউ নতুন চাকরি পেয়েছে, কেউবা নতুন ব্যবসা শুরু করেছে।

পুরোনো দিনের কথা মনে করে আমরা এতটাই আবেগাপ্লুত হয়ে পড়েছিলাম যে, নিজেদের অজান্তেই হেসে ফেলেছিলাম। আমাদের হাসি দেখে आसपासের लोगों মধ্যে কৌতূহল সৃষ্টি হয়েছিল, হয়তো তারা ভাবছিল আমরা কতটা সুখী। তবে আমাদের এই সুখের মূল কারণ ছিল friendship, যা সবসময় আমাদের জীবনে একটা নতুন উদ্দীপনা নিয়ে আসে। এরপর আমরা ঠিক করলাম, প্রতি বছর এই দিনটিতে আমরা একসাথে মিলিত হবো, পুরোনো দিনের স্মৃতিগুলো রোমন্থন করবো এবং নতুন করে জীবনকে শুরু করার প্রতিজ্ঞা নেব। বন্ধুদের প্রতি এই অত্যুচ্ছ্বাস আমার জীবনকে আরও সুন্দর করে তুলেছে।
"
অপ্সরি,"শব্দ: অপ্সরি

রূপকথার জগৎ থেকে নেমে আসা এক অপ্সরি। তার নাম ইরাবতী। স্বর্গলোকের মায়াবী আলো তার চোখে লেগে আছে। ইরাবতীর পরনে মেঘের মতো সাদা শাড়ি, আর তাতে তারার মতো ছোট ছোট হীরের কাজ করা। অপ্সরীর সৌন্দর্যের কথা পৃথিবীতেও ছড়িয়ে পরেছে, তাই সাধারণ মানুষের ভিড় লেগেই থাকতো তাকে এক নজর দেখার জন্য। একদিন ইরাবতী মর্ত্যলোকে ঘুরতে এসে দেখল, একটি গ্রামের মানুষ জলের অভাবে খুব কষ্টে দিন কাটাচ্ছে। শিশুদের শুকনো মুখ, কৃষকের মলিন চাহনি দেখে ইরাবতীর হৃদয় ব্যথিত হলো। সে নিজের অলৌকিক ক্ষমতা দিয়ে একটি বিশাল ঝর্ণা তৈরি করলো, যা থেকে সারা বছর জল পড়বে। এরপর থেকে সেই গ্রাম ধীরে ধীরে সবুজ হয়ে উঠল, মানুষের মুখে হাসি ফুটল। ইরাবতী অপ্সরি হয়েও সাধারণ মানুষের দুঃখ-কষ্ট অনুভব করতে পারত, আর তাই সে তাদের সাহায্য করতে এগিয়ে এসেছিল। দেবলোকে ফিরে যাওয়ার আগে ইরাবতী গ্রামবাসীকে আশীর্বাদ করে গেল, এই ঝর্ণা যেন তাদের জীবন সর্বদা সুখ ও সমৃদ্ধিতে ভরে রাখে। 
"
অমার্জনা,"অমার্জনা

""অমার্জনা"" শব্দটা শুনলেই বুকের ভেতরটা কেমন যেন কেঁপে ওঠে। মানুষের জীবনে কিছু ভুল থাকে যা ক্ষমার যোগ্য, হয়তো ভুল করে ঘটে যাওয়া কোনো ঘটনা। কিন্তু কিছু ভুল থাকে অমার্জনীয়, যা হৃদয় দিয়ে ক্ষমা করা যায় না। রূপা নামের মেয়েটির জীবনেও এমন একটি অমার্জনীয় ঘটনা ঘটেছিল। তার ছোট বোন মিতু, রূপার সবচেয়ে কাছের বান্ধবী ছিল। মিতুর একটি মারাত্মক রোগ ছিল, যার কারণে তার জীবন সংকটাপন্ন ছিল। রূপা ভালো করেই জানত, মিতুকে বাঁচানোর জন্য একটি বিশেষ ইঞ্জেকশন প্রয়োজন, যা সময় মতো দিতে না পারলে মিতুকে বাঁচানো যাবে না। কিন্তু ইঞ্জেকশনটি এতটাই দামি ছিল যে, রূপার পরিবারের পক্ষে সেই মুহূর্তে জোগাড় করা সম্ভব ছিল না।

রূপা অনেক চেষ্টা করেও টাকা জোগাড় করতে পারেনি। শেষ পর্যন্ত, যখন সে বুঝতে পারলো আর কোনো উপায় নেই, তখন সে এক ধনী ব্যক্তির কাছে সাহায্য চেয়েছিল। সেই ব্যক্তি রূপাকে সাহায্য করতে রাজি হয়েছিলেন, তবে তার বিনিময়ে এমন কিছু চেয়েছিলেন যা রূপার পক্ষে দেওয়া অসম্ভব ছিল। রূপা রাজি হয়নি, ফিরিয়ে দিয়েছিল সেই প্রস্তাব। ফলস্বরূপ, মিতুকে বাঁচানো যায়নি। রূপা নিজেকে কোনোদিন ক্ষমা করতে পারেনি। বোনের জীবন বাঁচাতে না পারার এই অপরাধবোধ, এই অমার্জনা তার হৃদয়টাকে ধীরে ধীরে কুড়ে কুড়ে খাচ্ছিল। হয়তো এই অমার্জনীয় অপরাধের বোঝা তাকে সারা জীবন বয়ে বেড়াতে হবে।
"
অখ্যাতিকলঙ্কিত,"অখ্যাতিকলঙ্কিত জীবনযাপন করা মোটেও সুখকর নয়। সমাজের চোখে খারাপ, এমন কাজ করলে মানুষের সম্মান কমে যায়, জীবন হয়ে ওঠে দুর্বিষহ। রফিক সাহেব একসময় খুব নামকরা ব্যবসায়ী ছিলেন, কিন্তু জুয়া খেলার নেশায় তিনি আজ অখ্যাতিকলঙ্কিত। এক সময়ে তার সুনাম ছিল চারদিকে, আজ তিনি নিন্দিত। তার পরিবারের সদস্যরাও এই কলঙ্কের ছায়া থেকে মুক্তি পায়নি। পাড়া-প্রতিবেশী এমনকি আত্মীয়-স্বজনও তাদের থেকে মুখ ফিরিয়ে নিয়েছে। রফিক সাহেবের ছেলেমেয়েরা ভালো স্কুলে ভর্তি হতে পারে না, কারণ তাদের বাবার অখ্যাতিকলঙ্কিত পরিচয়। এই ঘটনার পরে রফিক সাহেব বুঝতে পেরেছেন যে, অনৈতিক পথে গিয়ে সাময়িক আনন্দ পাওয়া গেলেও, এর শেষ পরিণতি অত্যন্ত ভয়াবহ। তিনি এখন অনুতপ্ত এবং চেষ্টা করছেন স্বাভাবিক জীবনে ফিরে আসার। তবে অখ্যাতিকলঙ্কিত জীবনের দাগ সহজে মোছা যায় না, কিন্তু সৎ পথে চললে হয়তো কিছুটা সম্মান ফিরে পাওয়া সম্ভব। রফিক সাহেব এখন সেই চেষ্টাই করছেন।
"
অনদ্যতন,"অনদ্যতন

গ্রামের পাশ দিয়ে বয়ে যাওয়া নদীটি একসময় ছিল গ্রামের মানুষের জীবনরেখা। কত স্মৃতি বিজড়িত এই নদীর সাথে, কত গল্প। অনদ্যতন কালের কত ঘটনা এই নদীর পাড়ে ঘটেছে তার ইয়ত্তা নেই। ছোটবেলায় এই নদীতেই ডুব দিয়ে মুক্তো খুঁজে বেড়াত গ্রামের ছেলেরা। নদীতে যখন জোয়ার আসত, ঝলমল করত রুপালি ঢেউ, তখন মনে হত যেন কোনো মায়াবী জগৎ। জেলেরা নৌকা নিয়ে মাছ ধরতে যেত, তাদের হাঁকডাকে মুখরিত হয়ে উঠত চারপাশ। নদীর পাড়ে বসে মহিলারা গাইত ভাটিয়ালি গান, সেই সুর দূর পর্যন্ত ভেসে যেত।

কিন্তু কালের বিবর্তনে সেই নদী আজ শীর্ণকায়। পলি জমে ভরাট হয়ে গেছে নদীর তলদেশ। আগের মতো আর ঢেউ নেই, নেই সেই কলতান। অনদ্যতন কালের স্মৃতিগুলো যেন আজ ধূসর হতে চলেছে। তবুও, বর্ষাকালে যখন নদীতে অল্পস্বল্প জল আসে, তখন যেন নদী তার হারানো যৌবন ফিরে পায়। গ্রামের মানুষ আবার নদীর পাড়ে ভিড় করে, পুরোনো দিনের গল্প করে। তারা জানে, নদীই তাদের জীবনের অবিচ্ছেদ্য অংশ, আর এই নদীর ইতিহাস তাদের অনদ্যতন কালের প্রতিচ্ছবি। নদীর দিকে তাকিয়ে তারা যেন তাদের সোনালী অতীতে ফিরে যায়।
"
অণুকণিকা,"শব্দ: অণুকণিকা

মহাবিশ্বের শুরুটা হয়েছিল এক বিস্ফোরণের মাধ্যমে, যেখানে পদার্থ ছিল অসীম ঘন এবং উত্তপ্ত। সেই আদিম অবস্থা থেকে ধীরে ধীরে জগৎ প্রসারিত হয়েছে, ঠান্ডা হয়েছে এবং জন্ম হয়েছে বিভিন্ন কণা ও বলের। বিজ্ঞানীরা বিশ্বাস করেন, এই মহাবিশ্বের সবকিছুই কিছু মৌলিক অণুকণিকা দিয়ে তৈরি। আমাদের পরিচিত প্রোটন, নিউট্রন, ইলেকট্রন থেকে শুরু করে নিউট্রিনো, কোয়ার্ক—সবই এই অণুকণিকার অন্তর্ভুক্ত। অণুকণিকা এতই ছোট যে এদের খালি চোখে দেখা যায় না, শক্তিশালী মাইক্রোস্কোপ দিয়েও নয়। এদের আচরণ বুঝতে পদার্থবিজ্ঞানীরা জটিল সব পরীক্ষা-নিরীক্ষা চালান, তৈরি করেন বিশাল আকারের কণা-ত্বরণী যন্ত্র। এই যন্ত্রে অণুকণিকাদের প্রায় আলোর গতিতে ধাক্কা লাগিয়ে তাদের ভেতরের রহস্য উন্মোচন করা হয়। অণুকণিকা শুধু যে মহাবিশ্বের গঠন বুঝতে সাহায্য করে তাই নয়, এদের জ্ঞান আমাদের প্রযুক্তিগত উন্নতির পথও খুলে দেয়। আধুনিক কম্পিউটারের চিপ থেকে শুরু করে উন্নত চিকিৎসা সরঞ্জাম—সবকিছুতেই অণুকণিকা সম্পর্কিত জ্ঞান কাজে লাগে। ভবিষ্যতে হয়তো আমরা এমন প্রযুক্তি তৈরি করতে পারব, যা দিয়ে অণুকণিকাদের নিয়ন্ত্রণ করে নতুন নতুন পদার্থ তৈরি করা সম্ভব হবে। অণুকণিকার জগৎ এক বিস্ময়কর জগৎ, যা পদার্থবিজ্ঞানীদের প্রতিনিয়ত নতুন নতুন আবিষ্কারের দিকে আহ্বান জানাচ্ছে। এই ক্ষুদ্রাতিক্ষুদ্র কণিকাই হয়তো একদিন মহাবিশ্বের সব রহস্য উন্মোচন করবে।
"
অধিদন্ত,"শব্দ: অধিদন্ত

অধিদন্ত নিয়ে আমার প্রথম অভিজ্ঞতাটা সুখকর ছিল না। ছোটবেলায় দাঁতের ডাক্তার যখন আমার মুখে অতিরিক্ত একটি দাঁত আবিষ্কার করলেন, আমি ভয় পেয়েছিলাম। প্রথমে ভেবেছিলাম এটা কোনো রোগ, হয়তো আমার মুখ থেকে এই বিশ্রী জিনিসটা কেটে বাদ দিতে হবে। ডাক্তার জানালেন, এটি একটি অধিদন্ত, যা স্বাভাবিকের চেয়ে বেশি সংখ্যক দাঁত থাকার কারণে হয়ে থাকে। তিনি বুঝিয়ে বললেন, এটা তেমন ক্ষতিকর কিছু নয়, তবে অন্য দাঁতের ক্ষতি এড়াতে এটিকে তুলে ফেলাই ভালো।

অধিদন্তের কারণে আমার কথা বলতে সামান্য অসুবিধা হতো, বিশেষ করে কিছু শব্দ উচ্চারণ করতে গিয়ে জিহ্বা আটকে যেত। বন্ধুদের সাথে খেলতে গিয়ে বা স্কুলের ক্লাসে শিক্ষকের প্রশ্নের উত্তর দেওয়ার সময় বিষয়টি বেশ বিব্রত করত। হাসি পেলেও কেমন যেন লাগত, মনে হতো সবাই আমার ওই বাড়তি দাঁতটার দিকে তাকিয়ে আছে।

অস্ত্রোপচারের মাধ্যমে দাঁতটি তুলে ফেলার পরে আমি ধীরে ধীরে স্বাভাবিক হয়ে উঠি। মুখের জড়তা কাটে, কথা বলা সহজ হয়। এরপর আমি উপলব্ধি করি, বাহ্যিক ত্রুটিগুলো আসলে আমাদের ব্যক্তিত্বের অংশ নয়। আমাদের ভেতরের সৌন্দর্য, আমাদের ব্যবহার, আমাদের চিন্তাভাবনাই আসল। অধিদন্তের অভিজ্ঞতা আমাকে শিখিয়েছে, শারীরিক খুঁত নিয়ে লজ্জিত না হয়ে আত্মবিশ্বাসের সাথে বাঁচতে হয়। এখন আমি সেই স্মৃতি মনে করে হাসি, আর ভাবি, একটি ছোট দাঁত আমাকে জীবনের বড় একটি শিক্ষা দিয়ে গেছে।"
অস্ট্রেলিয়া,"অস্ট্রেলিয়া মহাদেশটি তার বৈচিত্র্যময় প্রাকৃতিক সৌন্দর্য আর আধুনিক জীবনযাত্রার এক অপূর্ব মিশ্রণ। সিডনির অপেরা হাউস কিংবা মেলবোর্নের ক্রিকেট গ্রাউন্ডের মতো আধুনিক স্থাপত্য যেমন এখানে বিদ্যমান, তেমনই আছে বিশাল আউটব্যাক আর গ্রেট ব্যারিয়ার রিফের মতো প্রকৃতির বিস্ময়। আমি ছোটবেলা থেকেই অস্ট্রেলিয়া নিয়ে নানা গল্প শুনেছি, সেখানকার ক্যাঙ্গারু আর কোয়ালাদের কথা জেনেছি। আমার মনে হতো, যেন এক রূপকথার দেশ।

অস্ট্রেলিয়ার আদিবাসী সংস্কৃতি দেশটির ইতিহাসে এক গুরুত্বপূর্ণ স্থান অধিকার করে আছে। তাদের জীবনধারা, শিল্পকলা, আর ঐতিহ্য দেশটির সংস্কৃতিকে বিশেষভাবে সমৃদ্ধ করেছে। প্রতি বছর বহু পর্যটক শুধুমাত্র এই সংস্কৃতিকে কাছ থেকে দেখবার জন্য অস্ট্রেলিয়ায় যান। এখানকার মানুষজন সাধারণত খুবই বন্ধুত্বপূর্ণ এবং অতিথিপরায়ণ হয়ে থাকেন। শুনেছি, বিভিন্ন জাতি ও সংস্কৃতির সংমিশ্রণে এক প্রাণবন্ত সমাজ তৈরি হয়েছে অস্ট্রেলিয়ায়, যা একে পৃথিবীর অন্যতম আকর্ষণীয় দেশ হিসেবে পরিচিত করেছে। আমার খুব ইচ্ছে, একদিন আমি নিজের চোখে এই দেশটি দেখব, অনুভব করব সেই সংস্কৃতি আর প্রকৃতির মেলবন্ধন।
"
অপচিন্তা,"শব্দ: অপচিন্তা

মানুষের মন এক জটিল গোলকধাঁধা। এখানে ভালো-মন্দ, আলো-আঁধারির এক মিশ্রণ সবসময় চলতে থাকে। কিন্তু যখন এই মনের দখল নেয় অপচিন্তা, তখন সবকিছু এলোমেলো হয়ে যায়। অপচিন্তা এক বিষাক্ত সাপের মতো, যা ধীরে ধীরে মনের গভীরে প্রবেশ করে আত্মবিশ্বাসকে দুর্বল করে দেয়। এটি এমন এক অন্ধকার গহ্বর, যেখানে মানুষ নিজেকে অসহায় মনে করে। সামান্য ব্যর্থতাতেও মনের মধ্যে নেতিবাচক চিন্তা ভিড় করে, মনে হয় যেন আর কিছুই করার নেই। এই অপচিন্তাগুলো আমাদের কর্মক্ষমতা কমিয়ে দেয়, সৃজনশীলতাকে নষ্ট করে দেয় এবং সম্পর্কের মধ্যে দূরত্ব সৃষ্টি করে। দিনের পর দিন এই ধরনের চিন্তা লালন করলে মানুষ হতাশায় ডুবে যেতে পারে। তাই, অপচিন্তা থেকে মুক্তি পেতে হলে ইতিবাচক মনোভাব তৈরি করা জরুরি। নিয়মিত ধ্যান এবং যোগাভ্যাস অপচিন্তা দূর করতে সহায়ক হতে পারে। এছাড়াও, বন্ধু এবং পরিবারের সঙ্গে নিজের চিন্তাগুলো আলোচনা করলে মনের ভার লাঘব হয় এবং সঠিক পথ খুঁজে পাওয়া যায়। অপচিন্তাকে প্রশ্রয় না দিয়ে সেগুলোকে চিহ্নিত করে যুক্তি দিয়ে মোকাবিলা করতে পারলেই মানসিক শান্তি ফিরে আসে।
"
অমিতব্যয়িতা,"অমিতব্যয়িতা একটি সামাজিক ব্যাধি। এর কবলে পড়লে মানুষ ভবিষ্যতের কথা না ভেবে শুধু বর্তমানের ভোগ-বিলাসে মত্ত থাকে। অমিতব্যয়ী মানুষ আয়ের চেয়ে বেশি খরচ করে, ফলে এক সময় অভাব অনটন তাদের জীবনে নেমে আসে। করিম সাহেব ছিলেন একজন সফল ব্যবসায়ী, কিন্তু তার অমিতব্যয়িতার কারণে আজ তিনি নিঃস্ব। তিনি বন্ধুদের সাথে প্রায়ই পার্টি করতেন এবং সেখানে প্রচুর টাকা উড়াতেন। নতুন মডেলের গাড়ি কেনার শখ ছিল তার, তাই প্রায় প্রতি বছরই তিনি গাড়ি পরিবর্তন করতেন।

অমিতব্যয়িতার কারণে তিনি সঞ্চয় করতে পারেননি। এক সময় ব্যবসায় মন্দা দেখা দিলে তিনি ঋণগ্রস্ত হয়ে পড়েন। তার বিলাসবহুল জীবনযাত্রা ঋণ পরিশোধের পথে বাধা হয়ে দাঁড়ায়। ধীরে ধীরে তার সম্পত্তি বিক্রি হতে শুরু করে। একসময় তিনি সবকিছু হারিয়ে পথে বসেন। অমিতব্যয়িতা যে মানুষের জীবনকে কিভাবে ধ্বংস করে দিতে পারে, করিম সাহেবের জীবন তার জ্বলন্ত উদাহরণ। আমাদের সকলেরই উচিত অমিতব্যয়িতা পরিহার করে হিসেবী হওয়া এবং ভবিষ্যতের জন্য সঞ্চয় করা।
"
অনাগমন,"শব্দ: অনাগমন

অনাগমনের একটা বিষণ্ণ সুর যেন চারিপাশে বাজছে। বসন্তকাল প্রায় শেষ, অথচ কোকিলের সেই মিষ্টি ডাক এখনো শোনা গেল না - এ যেন এক অচেনা অনাগমন। প্রতি বছর এই সময়ে গাছে গাছে নতুন পাতা আসে, ফুলের সুবাসে ভরে ওঠে চারদিক, কিন্তু এবার প্রকৃতিও নীরব। মনে হচ্ছে, কোনো এক অদৃশ্য কারণে সবকিছু থমকে গেছে। শহরের ব্যস্ততা কিছুটা কমেছে, মানুষজন ঘরবন্দী, রাস্তায় সেই চিরচেনা কোলাহল নেই। অনাগত ভবিষ্যতের একটা শঙ্কা যেন সবার চোখেমুখে। শিশুরা ঘর থেকে বাইরে যেতে পারছে না, খেলাধুলার আনন্দ থেকে তারা বঞ্চিত। পাখিরাও যেন পথ ভুলে গেছে, তাদের কলরবও আগের মতো শোনা যায় না। এই অনাগমন যেন একটা দীর্ঘ অপেক্ষার বার্তা নিয়ে এসেছে, যেখানে আমরা সবাই একটি সুন্দর সময়ের প্রত্যাশায় দিন গুনছি। কবে এই মেঘ কাটবে, কবে আবার সব স্বাভাবিক হবে, সেই দিনের অপেক্ষায় আমরা পথ চেয়ে আছি। অনাগমনের এই সময়ে আমাদের উপলব্ধি করতে হবে প্রকৃতির গুরুত্ব, বুঝতে হবে জীবনের মূল্য।
"
